freq (Hz),dB20(V(out)) (dB),phase(V(out)) (deg)
1.4677993e+08,-18.631270,-67.4224
1.4962357e+08,-19.011750,-68.4518
1.525223e+08,-19.381419,-69.4025
1.5547718e+08,-19.740830,-70.2830
1.5848932e+08,-20.090530,-71.1006
1.6155981e+08,-20.431047,-71.8616
1.6468979e+08,-20.762887,-72.5717
1.678804e+08,-21.086536,-73.2357
1.7113283e+08,-21.402451,-73.8580
1.7444827e+08,-21.711065,-74.4422
1.7782794e+08,-22.012786,-74.9919
1.8127309e+08,-22.307999,-75.5100
1.8478498e+08,-22.597064,-75.9992
1.8836491e+08,-22.880319,-76.4617
1.9201419e+08,-23.158082,-76.8999
1.9573418e+08,-23.430650,-77.3155
1.9952623e+08,-23.698302,-77.7102
2.0339175e+08,-23.961301,-78.0857
2.0733216e+08,-24.219891,-78.4434
2.113489e+08,-24.474304,-78.7844
2.1544347e+08,-24.724755,-79.1100
2.1961736e+08,-24.971449,-79.4212
2.2387211e+08,-25.214576,-79.7189
2.282093e+08,-25.454316,-80.0040
2.3263051e+08,-25.690838,-80.2774
2.3713737e+08,-25.924302,-80.5396
2.4173155e+08,-26.154858,-80.7915
2.4641473e+08,-26.382647,-81.0337
2.5118864e+08,-26.607803,-81.2666
2.5605504e+08,-26.830451,-81.4909
2.6101572e+08,-27.050711,-81.7069
2.6607251e+08,-27.268696,-81.9152
2.7122726e+08,-27.484511,-82.1162
2.7648188e+08,-27.698258,-82.3102
2.8183829e+08,-27.910031,-82.4977
2.8729848e+08,-28.119922,-82.6789
2.9286446e+08,-28.328015,-82.8541
2.9853826e+08,-28.534392,-83.0237
3.0432199e+08,-28.739129,-83.1879
3.1021777e+08,-28.942301,-83.3469
3.1622777e+08,-29.143976,-83.5011
3.223542e+08,-29.344220,-83.6505
3.2859932e+08,-29.543096,-83.7955
3.3496544e+08,-29.740664,-83.9362
3.4145489e+08,-29.936981,-84.0729
3.4807006e+08,-30.132099,-84.2055
3.5481339e+08,-30.326072,-84.3345
3.6168736e+08,-30.518947,-84.4598
3.6869451e+08,-30.710772,-84.5817
3.758374e+08,-30.901590,-84.7002
3.8311868e+08,-31.091446,-84.8155
3.9054103e+08,-31.280377,-84.9278
3.9810717e+08,-31.468425,-85.0371
4.0581989e+08,-31.655625,-85.1435
4.1368204e+08,-31.842012,-85.2472
4.216965e+08,-32.027620,-85.3482
4.2986623e+08,-32.212482,-85.4467
4.3819424e+08,-32.396628,-85.5427
4.4668359e+08,-32.580087,-85.6363
4.5533741e+08,-32.762887,-85.7276
4.6415888e+08,-32.945055,-85.8166
4.7315126e+08,-33.126617,-85.9035
4.8231785e+08,-33.307598,-85.9883
4.9166203e+08,-33.488020,-86.0711
5.0118723e+08,-33.667907,-86.1520
5.1089698e+08,-33.847279,-86.2309
5.2079483e+08,-34.026158,-86.3080
5.3088444e+08,-34.204563,-86.3833
5.4116953e+08,-34.382513,-86.4569
5.5165387e+08,-34.560026,-86.5288
5.6234133e+08,-34.737120,-86.5991
5.7323584e+08,-34.913810,-86.6678
5.8434141e+08,-35.090114,-86.7349
5.9566214e+08,-35.266047,-86.8006
6.072022e+08,-35.441622,-86.8648
6.1896582e+08,-35.616855,-86.9275
6.3095734e+08,-35.791758,-86.9889
6.4318119e+08,-35.966344,-87.0490
6.5564185e+08,-36.140626,-87.1077
6.6834392e+08,-36.314616,-87.1652
6.8129207e+08,-36.488326,-87.2215
6.9449107e+08,-36.661765,-87.2765
7.0794578e+08,-36.834945,-87.3304
7.2166116e+08,-37.007876,-87.3831
7.3564225e+08,-37.180568,-87.4347
7.4989421e+08,-37.353029,-87.4852
7.6442227e+08,-37.525268,-87.5347
7.792318e+08,-37.697295,-87.5831
7.9432823e+08,-37.869118,-87.6305
8.0971714e+08,-38.040743,-87.6769
8.2540419e+08,-38.212180,-87.7224
8.4139514e+08,-38.383435,-87.7669
8.576959e+08,-38.554515,-87.8106
8.7431246e+08,-38.725427,-87.8533
8.9125094e+08,-38.896178,-87.8951
9.0851758e+08,-39.066773,-87.9361
9.2611873e+08,-39.237219,-87.9762
9.4406088e+08,-39.407521,-88.0156
9.6235063e+08,-39.577685,-88.0541
9.8099471e+08,-39.747717,-88.0919
1e+09,-39.917620,-88.1289
1.0193735e+09,-40.087401,-88.1651
1.0391223e+09,-40.257063,-88.2007
1.0592537e+09,-40.426612,-88.2355
1.0797752e+09,-40.596052,-88.2696
1.1006942e+09,-40.765386,-88.3030
1.1220185e+09,-40.934620,-88.3358
1.1437559e+09,-41.103756,-88.3679
1.1659144e+09,-41.272798,-88.3994
1.1885022e+09,-41.441751,-88.4302
1.2115277e+09,-41.610616,-88.4605
1.2349992e+09,-41.779399,-88.4901
1.2589254e+09,-41.948102,-88.5192
1.2833152e+09,-42.116727,-88.5477
1.3081775e+09,-42.285279,-88.5756
1.3335214e+09,-42.453759,-88.6030
1.3593564e+09,-42.622170,-88.6298
1.3856919e+09,-42.790516,-88.6561
1.4125375e+09,-42.958798,-88.6819
1.4399033e+09,-43.127019,-88.7072
1.4677993e+09,-43.295181,-88.7320
1.4962357e+09,-43.463287,-88.7563
1.525223e+09,-43.631338,-88.7802
1.5547718e+09,-43.799337,-88.8036
1.5848932e+09,-43.967286,-88.8265
1.6155981e+09,-44.135186,-88.8489
1.6468979e+09,-44.303040,-88.8710
1.678804e+09,-44.470849,-88.8926
1.7113283e+09,-44.638615,-88.9138
1.7444827e+09,-44.806339,-88.9346
1.7782794e+09,-44.974023,-88.9549
1.8127309e+09,-45.141669,-88.9749
1.8478498e+09,-45.309278,-88.9945
1.8836491e+09,-45.476852,-89.0137
1.9201419e+09,-45.644391,-89.0326
1.9573418e+09,-45.811897,-89.0511
1.9952623e+09,-45.979372,-89.0692
2.0339175e+09,-46.146816,-89.0870
2.0733216e+09,-46.314230,-89.1044
2.113489e+09,-46.481617,-89.1215
2.1544347e+09,-46.648976,-89.1383
2.1961736e+09,-46.816310,-89.1547
2.2387211e+09,-46.983618,-89.1708
2.282093e+09,-47.150902,-89.1867
2.3263051e+09,-47.318162,-89.2022
2.3713737e+09,-47.485401,-89.2174
2.4173155e+09,-47.652617,-89.2323
2.4641473e+09,-47.819813,-89.2470
2.5118864e+09,-47.986989,-89.2613
2.5605504e+09,-48.154146,-89.2754
2.6101572e+09,-48.321284,-89.2892
2.6607251e+09,-48.488405,-89.3028
2.7122726e+09,-48.655509,-89.3160
2.7648188e+09,-48.822596,-89.3291
2.8183829e+09,-48.989667,-89.3419
2.8729848e+09,-49.156723,-89.3544
2.9286446e+09,-49.323764,-89.3667
2.9853826e+09,-49.490791,-89.3788
3.0432199e+09,-49.657804,-89.3906
3.1021777e+09,-49.824805,-89.4022
3.1622777e+09,-49.991793,-89.4136
3.223542e+09,-50.158769,-89.4248
3.2859932e+09,-50.325733,-89.4357
3.3496544e+09,-50.492686,-89.4464
3.4145489e+09,-50.659628,-89.4570
3.4807006e+09,-50.826560,-89.4673
3.5481339e+09,-50.993481,-89.4775
3.6168736e+09,-51.160394,-89.4874
3.6869451e+09,-51.327296,-89.4972
3.758374e+09,-51.494190,-89.5067
3.8311868e+09,-51.661076,-89.5161
3.9054103e+09,-51.827953,-89.5253
3.9810717e+09,-51.994822,-89.5344
4.0581989e+09,-52.161684,-89.5432
4.1368204e+09,-52.328538,-89.5519
4.216965e+09,-52.495386,-89.5604
4.2986623e+09,-52.662226,-89.5688
4.3819424e+09,-52.829060,-89.5770
4.4668359e+09,-52.995888,-89.5851
4.5533741e+09,-53.162709,-89.5929
4.6415888e+09,-53.329525,-89.6007
4.7315126e+09,-53.496335,-89.6083
4.8231785e+09,-53.663140,-89.6157
4.9166203e+09,-53.829939,-89.6230
5.0118723e+09,-53.996733,-89.6302
5.1089698e+09,-54.163523,-89.6373
5.2079483e+09,-54.330308,-89.6442
5.3088444e+09,-54.497089,-89.6509
5.4116953e+09,-54.663865,-89.6576
5.5165387e+09,-54.830637,-89.6641
5.6234133e+09,-54.997405,-89.6705
5.7323584e+09,-55.164170,-89.6767
5.8434141e+09,-55.330930,-89.6829
5.9566214e+09,-55.497688,-89.6889
6.072022e+09,-55.664441,-89.6948
6.1896582e+09,-55.831192,-89.7006
6.3095734e+09,-55.997939,-89.7063
6.4318119e+09,-56.164683,-89.7119
6.5564185e+09,-56.331425,-89.7174
6.6834392e+09,-56.498163,-89.7228
6.8129207e+09,-56.664899,-89.7280
6.9449107e+09,-56.831632,-89.7332
7.0794578e+09,-56.998363,-89.7383
7.2166116e+09,-57.165091,-89.7432
7.3564225e+09,-57.331817,-89.7481
7.4989421e+09,-57.498541,-89.7529
7.6442227e+09,-57.665263,-89.7576
7.792318e+09,-57.831982,-89.7622
7.9432823e+09,-57.998700,-89.7667
8.0971714e+09,-58.165415,-89.7712
8.2540419e+09,-58.332129,-89.7755
8.4139514e+09,-58.498841,-89.7798
8.576959e+09,-58.665551,-89.7840
8.7431246e+09,-58.832260,-89.7881
8.9125094e+09,-58.998967,-89.7921
9.0851758e+09,-59.165673,-89.7961
9.2611873e+09,-59.332377,-89.7999
9.4406088e+09,-59.499079,-89.8037
9.6235063e+09,-59.665781,-89.8075
9.8099471e+09,-59.832481,-89.8111
1e+10,-59.999180,-89.8147
