time (s),V(vdd_pll) (V),V(ctrl) (V),I(mp0) (A),V(vref) (V)
4.2295e-08,0.7214785,0.4413846,0.001496308,0.6001105
4.23e-08,0.7214588,0.3839274,0.001491967,0.6001276
4.231e-08,0.721408,0.2762611,0.001485543,0.6000992
4.2325e-08,0.7215167,0.1404842,0.00148033,0.600097
4.234e-08,0.7217556,0.04643685,0.001475067,0.6001262
4.235e-08,0.7215382,0.01133517,0.001473522,0.6000824
4.2355e-08,0.722009,0.002633617,0.001473802,0.6000809
4.237e-08,0.7221251,-1.014455e-05,0.001472344,0.6001312
4.2385e-08,0.7219083,-2.343704e-05,0.001473866,0.6001258
4.24e-08,0.7218914,-4.6438e-06,0.001473516,0.6001061
4.245e-08,0.7225613,1.556162e-05,0.001472536,0.6001329
4.25e-08,0.7225127,4.205756e-06,0.001472281,0.600112
4.255e-08,0.7228447,-8.566931e-06,0.001473201,0.600122
4.26e-08,0.7232434,-2.769572e-05,0.001472812,0.600097
4.265e-08,0.7237777,-1.344973e-05,0.001473387,0.6001186
4.27e-08,0.7241151,-1.234257e-05,0.001472767,0.6000781
4.275e-08,0.7242454,2.975745e-05,0.001473271,0.6001207
4.28e-08,0.7245177,3.690219e-05,0.001473394,0.6001144
4.285e-08,0.7249978,2.474062e-05,0.001473246,0.6001203
4.29e-08,0.7255807,3.320065e-05,0.001472539,0.600119
4.295e-08,0.7257886,2.461174e-06,0.001472444,0.6001352
4.3e-08,0.7260651,1.426933e-05,0.001473652,0.6001239
4.305e-08,0.7265062,-1.961978e-05,0.001472733,0.600075
4.31e-08,0.7269477,1.046897e-06,0.001473041,0.6000933
4.315e-08,0.7273843,1.496779e-05,0.001472327,0.6001409
4.32e-08,0.7278011,5.481559e-06,0.001472939,0.6001112
4.325e-08,0.7278562,-1.154085e-05,0.001472341,0.600116
4.33e-08,0.7286366,-4.508508e-06,0.001472434,0.6000883
4.335e-08,0.7288432,-3.232858e-05,0.001473075,0.600117
4.34e-08,0.7293331,-3.168222e-05,0.001473599,0.6001548
4.345e-08,0.7297499,-2.55129e-06,0.001472713,0.6000846
4.35e-08,0.7302438,3.545542e-05,0.001472781,0.6001
4.355e-08,0.7305244,-5.565699e-06,0.001472551,0.6000684
4.36e-08,0.7305947,2.252981e-06,0.001473636,0.6001027
4.365e-08,0.7313535,1.533318e-05,0.001473418,0.6001046
4.37e-08,0.7316268,4.728031e-05,0.001472938,0.6000935
4.375e-08,0.7321619,1.678419e-05,0.001474077,0.6001358
4.38e-08,0.732513,4.264115e-06,0.001472451,0.6001029
4.385e-08,0.7330801,4.398953e-06,0.00147401,0.6001138
4.39e-08,0.7334032,1.357911e-05,0.001472626,0.6001107
4.395e-08,0.7337027,1.897458e-05,0.001473766,0.6001319
4.4e-08,0.7341535,-4.269931e-05,0.001473886,0.6001195
4.405e-08,0.7347131,1.612727e-05,0.001473017,0.6001375
4.41e-08,0.7352368,9.0619e-06,0.001471989,0.6001262
4.415e-08,0.7354284,3.404885e-06,0.001472865,0.6001226
4.42e-08,0.7359895,2.164495e-05,0.001473453,0.6001202
4.425e-08,0.7365185,-3.086943e-06,0.001473296,0.6001153
4.43e-08,0.7370449,2.409941e-05,0.001473131,0.6001161
4.435e-08,0.7373926,9.385481e-06,0.001472497,0.6001311
4.44e-08,0.7378061,-3.126604e-05,0.0014735,0.6001316
4.445e-08,0.7383182,-1.131935e-06,0.001473599,0.6001007
4.45e-08,0.7389532,-1.247102e-05,0.001473871,0.6000917
4.455e-08,0.7391174,-2.899269e-06,0.001472735,0.6000878
4.46e-08,0.7397158,2.570848e-05,0.001474026,0.6001257
4.465e-08,0.7401602,-1.337424e-05,0.001473161,0.6001557
4.47e-08,0.7410843,-1.122961e-05,0.001473081,0.6001814
4.475e-08,0.7411293,3.362141e-07,0.001472968,0.600104
4.48e-08,0.7418962,3.449431e-05,0.001472651,0.6001311
4.485e-08,0.7421266,2.8626e-06,0.001473377,0.6001142
4.49e-08,0.7427622,-1.694311e-05,0.001473025,0.6001289
4.495e-08,0.7433019,-7.976213e-06,0.001472327,0.6001557
4.5e-08,0.7434724,-1.063761e-05,0.001473618,0.6001332
4.505e-08,0.7443719,-1.309466e-06,0.001473034,0.6001236
4.51e-08,0.7448085,-6.523007e-06,0.0014733,0.6001143
4.515e-08,0.7455378,-2.480634e-05,0.001472679,0.6001118
4.52e-08,0.7455996,1.394165e-05,0.001472934,0.600123
4.525e-08,0.7463462,1.851591e-05,0.001473275,0.6001684
4.53e-08,0.7466899,-5.445193e-06,0.001472452,0.600108
4.535e-08,0.7469751,3.26244e-05,0.001473324,0.6000925
4.54e-08,0.7481641,-1.572985e-05,0.001472403,0.6001397
4.545e-08,0.748277,9.538842e-06,0.00147193,0.6001034
4.55e-08,0.7488011,-6.429724e-06,0.001473469,0.6001248
4.555e-08,0.7492539,9.234201e-06,0.001472828,0.6001391
4.56e-08,0.7498862,1.443006e-05,0.001473192,0.6001212
4.565e-08,0.750437,1.524372e-05,0.001473226,0.6000945
4.5695e-08,0.7509336,-1.728804e-05,0.001473415,0.6001469
4.57e-08,0.7508155,1.249145e-06,0.001473316,0.6001239
4.571e-08,0.7509321,2.037601e-05,0.001472972,0.6001281
4.5725e-08,0.7512663,0.001779614,0.001473737,0.6001355
4.574e-08,0.7514546,0.04572667,0.001473935,0.6001548
4.575e-08,0.751652,0.1060696,0.001479236,0.6001512
4.5755e-08,0.7514404,0.1446464,0.001480735,0.6000922
4.577e-08,0.7517222,0.2886337,0.001487255,0.6001087
4.5785e-08,0.7518364,0.4635977,0.001495947,0.6001126
4.58e-08,0.7523031,0.6519434,0.00150523,0.6001225
4.5815e-08,0.7518565,0.8351956,0.001514429,0.6000907
4.583e-08,0.7522444,0.9951271,0.001523096,0.6001451
4.5845e-08,0.7524233,1.11592,0.00152871,0.6001221
4.585e-08,0.7524603,1.145298,0.001529939,0.6001339
4.586e-08,0.7522806,1.185597,0.001532572,0.6001174
4.5875e-08,0.7526401,1.199995,0.001534219,0.6001214
4.589e-08,0.7529919,1.199968,0.001533748,0.6001014
4.59e-08,0.7529113,1.199973,0.001532989,0.6001298
4.5905e-08,0.7532298,1.200035,0.001532237,0.6001306
4.595e-08,0.7535373,1.200035,0.001534074,0.6001211
4.6e-08,0.7541836,1.199996,0.001533291,0.6001247
4.605e-08,0.7546883,1.199998,0.001533054,0.6001096
4.61e-08,0.7553381,1.200046,0.001533619,0.6001387
4.615e-08,0.7557631,1.199979,0.001532775,0.6001356
4.62e-08,0.756146,1.199969,0.001533213,0.6001395
4.625e-08,0.7568703,1.200004,0.001533198,0.6001423
4.63e-08,0.757459,1.199971,0.001533687,0.6001501
4.635e-08,0.7579013,1.199978,0.001533677,0.6000964
4.64e-08,0.7586874,1.199965,0.001532984,0.6001333
4.645e-08,0.7589886,1.200003,0.00153279,0.600097
4.65e-08,0.75957,1.199986,0.001533225,0.6001226
4.655e-08,0.7600175,1.199999,0.001533586,0.6001514
4.66e-08,0.7605719,1.199996,0.001532781,0.6001274
4.665e-08,0.76139,1.199968,0.001532349,0.6001182
4.67e-08,0.7618927,1.199993,0.001532944,0.6001324
4.675e-08,0.7622881,1.199994,0.001532117,0.6001029
4.68e-08,0.7627071,1.199996,0.001532294,0.6001069
4.685e-08,0.7635243,1.19999,0.001533477,0.6001299
4.69e-08,0.7641928,1.199984,0.001532782,0.6001276
4.695e-08,0.7647183,1.199987,0.001533097,0.6001109
4.7e-08,0.7653289,1.200043,0.001533137,0.6001041
4.705e-08,0.7659047,1.19998,0.001533725,0.6000891
4.71e-08,0.766339,1.200012,0.001532129,0.6000865
4.715e-08,0.7669332,1.19996,0.001533073,0.6001042
4.72e-08,0.7677814,1.199995,0.001532554,0.6001095
4.725e-08,0.7682167,1.199987,0.001532431,0.6001285
4.73e-08,0.7688592,1.19999,0.001532951,0.6001238
4.735e-08,0.7692128,1.200001,0.001532532,0.6000969
4.74e-08,0.7697319,1.200002,0.001532414,0.6001144
4.745e-08,0.770378,1.200043,0.001533592,0.6001326
4.75e-08,0.7710134,1.199985,0.001532647,0.6001457
4.755e-08,0.7714853,1.200015,0.001533312,0.6001491
4.76e-08,0.7721208,1.200013,0.00153316,0.6001577
4.765e-08,0.7727153,1.200014,0.001532544,0.6001005
4.77e-08,0.7733806,1.200005,0.001533066,0.6001519
4.775e-08,0.7737714,1.199981,0.001532344,0.6001342
4.78e-08,0.7744436,1.199991,0.001532208,0.6001506
4.785e-08,0.7749842,1.200007,0.001532948,0.600135
4.79e-08,0.7755169,1.200004,0.001532237,0.6001201
4.795e-08,0.7764007,1.200008,0.001533287,0.6001077
4.8e-08,0.7770888,1.200014,0.001533194,0.6001443
4.83e-08,0.7800098,1.200008,0.001533594,0.6001432
4.8575e-08,0.7836669,1.200009,0.001533182,0.600111
4.859e-08,0.7840024,1.200002,0.00153287,0.6001284
4.86e-08,0.7837102,1.199971,0.001532572,0.6001107
4.8605e-08,0.7839191,1.196335,0.001533524,0.6001254
4.862e-08,0.7840376,1.149584,0.001530348,0.6001257
4.8635e-08,0.784522,1.052932,0.001526493,0.6001064
4.865e-08,0.7843855,0.9151987,0.001517701,0.6001256
4.8665e-08,0.7846345,0.7488019,0.001510894,0.6001296
4.868e-08,0.7849457,0.5689892,0.001501474,0.600107
4.8695e-08,0.7846965,0.3919772,0.001493371,0.6001473
4.871e-08,0.7851157,0.2338018,0.001484039,0.6001167
4.8725e-08,0.7850826,0.1088572,0.00147855,0.6001212
4.874e-08,0.7854701,0.0285253,0.001474505,0.6001229
4.8755e-08,0.785864,4.491086e-05,0.001472812,0.6001291
4.877e-08,0.785851,-8.316799e-06,0.001473378,0.6001229
4.8785e-08,0.7860767,-2.937881e-05,0.001471999,0.6001161
4.89e-08,0.787488,-3.721479e-06,0.001473408,0.600121
4.92e-08,0.7906919,1.408107e-05,0.001473159,0.6001462
4.95e-08,0.7942825,-2.66878e-05,0.001472696,0.6001182
4.98e-08,0.7977759,-2.684953e-05,0.00147245,0.6001014
5e-08,0.8000236,2.201394e-05,0.001472201,0.6001292
5.01e-08,0.8011207,-2.352912e-05,0.001473002,0.6001087
5.04e-08,0.8044448,3.510642e-05,0.001472668,0.600162
5.07e-08,0.8076021,-2.333594e-05,0.001472116,0.6001405
5.1e-08,0.8109789,-3.530024e-06,0.001473067,0.6001198
5.13e-08,0.8141577,-2.219051e-05,0.001473047,0.6001629
5.16e-08,0.8174711,-3.211579e-05,0.001472622,0.6001151
5.19e-08,0.8202678,5.05335e-05,0.001473454,0.6001455
5.2e-08,0.821221,-1.806228e-05,0.001473447,0.6001548
5.2095e-08,0.8221123,-1.107728e-06,0.001472976,0.6001345
5.211e-08,0.82239,-6.125112e-06,0.001473779,0.6001336
5.2125e-08,0.8226971,-6.424266e-06,0.001473432,0.6002157
5.214e-08,0.8226673,0.02727664,0.001474765,0.6001371
5.2155e-08,0.8227853,0.1111975,0.001477579,0.6000899
5.217e-08,0.8232766,0.2436541,0.001484914,0.6001312
5.2185e-08,0.823082,0.4113932,0.001493274,0.6001403
5.22e-08,0.8234078,0.597799,0.001502918,0.6001686
5.2215e-08,0.8235821,0.7844582,0.001512874,0.6001145
5.223e-08,0.8235723,0.9527633,0.001521068,0.6001446
5.2245e-08,0.8240785,1.086231,0.001527231,0.6001495
5.226e-08,0.8238208,1.171382,0.001531726,0.6001387
5.2275e-08,0.8244435,1.200038,0.001533311,0.6001175
5.229e-08,0.824276,1.19998,0.001533277,0.6001203
5.2305e-08,0.8241059,1.199998,0.001533675,0.6001119
5.25e-08,0.826342,1.200019,0.00153268,0.6001175
5.28e-08,0.8288798,1.19996,0.001533697,0.6001741
5.31e-08,0.8316357,1.199967,0.001532733,0.6001461
5.34e-08,0.8340828,1.199985,0.001533101,0.6001345
5.37e-08,0.8368816,1.200019,0.001531617,0.600148
5.4e-08,0.8391475,1.199986,0.001532339,0.6001607
5.43e-08,0.8412358,1.199984,0.001532981,0.6001322
5.46e-08,0.8434725,1.199986,0.001533017,0.6001804
5.49e-08,0.8453442,1.199995,0.001533537,0.6001372
5.4975e-08,0.8459306,1.199965,0.001533238,0.6001376
5.499e-08,0.8457725,1.199984,0.001532848,0.6001715
5.5005e-08,0.8464854,1.19989,0.00153384,0.6001307
5.502e-08,0.8462494,1.168667,0.001531717,0.6001515
5.5035e-08,0.8463471,1.085951,0.001527465,0.6001212
5.505e-08,0.8461994,0.9590651,0.001522045,0.600121
5.5065e-08,0.8464773,0.7996212,0.001512301,0.6001784
5.508e-08,0.8468834,0.6220764,0.001504034,0.6001509
5.5095e-08,0.8465325,0.4425346,0.001495047,0.6001722
5.511e-08,0.8463515,0.277287,0.001486293,0.6001398
5.5125e-08,0.8470323,0.1413005,0.001479547,0.6001466
5.514e-08,0.8470346,0.04694224,0.001474501,0.6001427
5.5155e-08,0.8471573,0.00271875,0.001473183,0.6002052
5.517e-08,0.8470091,2.252928e-05,0.001472672,0.6001403
5.5185e-08,0.8470012,1.931017e-05,0.00147297,0.6001502
5.52e-08,0.8473231,-2.012689e-05,0.001473317,0.6001214
5.55e-08,0.8491542,-1.952877e-05,0.001472908,0.6001084
5.58e-08,0.8508078,-2.389174e-05,0.001473543,0.6001645
5.6e-08,0.8514552,2.419812e-05,0.001471716,0.6001812
5.61e-08,0.8523404,2.655017e-05,0.001473047,0.6001741
5.64e-08,0.8534512,-8.839755e-06,0.001473038,0.6001728
5.67e-08,0.8548488,-3.207243e-05,0.001473502,0.600148
5.7e-08,0.8556836,9.205714e-06,0.001473274,0.6001712
5.73e-08,0.8569807,1.008763e-05,0.001473346,0.6001286
5.76e-08,0.8575245,-1.527657e-06,0.001472927,0.6001714
5.79e-08,0.8580055,-2.68357e-06,0.001472436,0.600138
5.8e-08,0.8583667,2.113392e-05,0.001473565,0.6001615
5.82e-08,0.8588005,-2.157595e-05,0.001473229,0.6001942
5.8495e-08,0.8591613,-1.356258e-05,0.001472155,0.6001439
5.85e-08,0.859209,1.644988e-05,0.001473195,0.6001264
5.851e-08,0.8590096,-6.997445e-06,0.001473686,0.6001548
5.8525e-08,0.8593152,-2.001829e-06,0.001473212,0.6001292
5.854e-08,0.8590533,0.01761123,0.001474763,0.6001317
5.8555e-08,0.8593302,0.09141455,0.001477852,0.60015
5.857e-08,0.8590543,0.2155545,0.001483555,0.600152
5.8585e-08,0.8590924,0.377812,0.001491836,0.6001675
5.86e-08,0.8590652,0.5620621,0.001501373,0.6001341
5.8615e-08,0.8592488,0.7501414,0.001510441,0.6001385
5.863e-08,0.8591132,0.9232824,0.001519071,0.6001534
5.8645e-08,0.8589985,1.064394,0.001526191,0.6001811
5.866e-08,0.8593848,1.159498,0.001531152,0.6001925
5.8675e-08,0.8592941,1.199174,0.001532788,0.6001582
5.869e-08,0.8590279,1.200017,0.001533331,0.6001235
5.8705e-08,0.8591929,1.200012,0.001532178,0.6001643
5.88e-08,0.859402,1.199952,0.001532335,0.6001445
5.91e-08,0.8593175,1.200017,0.001533632,0.6001485
5.94e-08,0.859579,1.200017,0.001532741,0.6001567
5.97e-08,0.8593564,1.199969,0.001532396,0.6001704
6e-08,0.8586445,1.199991,0.001533432,0.6001587
6.03e-08,0.8587147,1.200001,0.001532307,0.6001659
6.06e-08,0.8582341,1.199945,0.001532756,0.6001228
6.09e-08,0.8574153,1.20001,0.001533231,0.6001809
6.12e-08,0.8564794,1.200029,0.001533562,0.6001782
6.1375e-08,0.8561678,1.200029,0.001533336,0.6001508
6.139e-08,0.855785,1.200032,0.001532872,0.6001456
6.1405e-08,0.8561348,1.199266,0.001533456,0.6001718
6.142e-08,0.8558929,1.163333,0.001530574,0.6001224
6.1435e-08,0.8557929,1.076234,0.00152679,0.600169
6.145e-08,0.8558842,0.9458934,0.00152098,0.6001292
6.1465e-08,0.855672,0.7842816,0.001512268,0.6001496
6.148e-08,0.8555786,0.6058797,0.001503944,0.6001478
6.1495e-08,0.8556977,0.426928,0.001493794,0.6001387
6.15e-08,0.8555277,0.3700207,0.001491338,0.6001593
6.151e-08,0.8554962,0.2637011,0.001486022,0.6002005
6.1525e-08,0.8553515,0.1310251,0.001479529,0.6001609
6.154e-08,0.8555596,0.04077761,0.001474739,0.6001902
6.1555e-08,0.8554924,0.001407467,0.001472101,0.6001462
6.157e-08,0.855414,-1.13281e-05,0.001473533,0.6001773
6.1585e-08,0.8553611,6.269812e-06,0.00147249,0.6001443
6.18e-08,0.8544498,-1.557951e-05,0.001473017,0.6001701
6.2e-08,0.8539752,1.820945e-05,0.001472646,0.6001574
6.21e-08,0.8537433,8.543939e-06,0.001473596,0.6001541
6.24e-08,0.8523551,4.269773e-05,0.001472855,0.6001668
6.27e-08,0.8510525,-2.165762e-05,0.001472356,0.6001618
6.3e-08,0.8493871,1.329449e-06,0.001473501,0.6001716
6.33e-08,0.8480427,6.246166e-06,0.001472265,0.6001625
6.36e-08,0.8465336,-5.413385e-06,0.001472309,0.6002019
6.39e-08,0.8446217,9.159861e-07,0.001472807,0.600148
6.4e-08,0.8442988,2.094031e-06,0.001473589,0.6002042
6.42e-08,0.8428311,-5.817745e-06,0.001472198,0.6001663
6.45e-08,0.840915,5.533494e-06,0.001472736,0.600184
6.48e-08,0.8390363,5.923988e-06,0.001473522,0.6001737
6.4895e-08,0.8382922,-1.977106e-08,0.001472864,0.6001513
6.491e-08,0.8383292,-1.787016e-06,0.001473445,0.6001604
6.4925e-08,0.8382276,9.042959e-05,0.00147282,0.6001751
6.494e-08,0.8380983,0.03282483,0.001474882,0.6001715
6.4955e-08,0.8380733,0.1217547,0.001478849,0.6001779
6.497e-08,0.8377339,0.2580722,0.001485173,0.6001829
6.4985e-08,0.8378989,0.4283081,0.001494574,0.6002251
6.5e-08,0.837628,0.6155397,0.00150334,0.6001543
6.5015e-08,0.8373459,0.8012629,0.001512749,0.6002058
6.503e-08,0.837609,0.9670328,0.001522812,0.6001899
6.5045e-08,0.8372606,1.096388,0.001528005,0.6001792
6.506e-08,0.8372909,1.176563,0.001530972,0.600165
6.5075e-08,0.8372446,1.200013,0.001532565,0.6001904
6.509e-08,0.8372365,1.200008,0.00153365,0.6001728
6.51e-08,0.8369963,1.200003,0.001533442,0.6002123
6.5105e-08,0.836907,1.199971,0.001534006,0.6001845
6.54e-08,0.8348809,1.200015,0.001532846,0.6001486
6.57e-08,0.8330159,1.200011,0.001533694,0.6001707
6.6e-08,0.8307755,1.199981,0.001533081,0.6001701
6.63e-08,0.8283904,1.199988,0.001532909,0.6001684
6.66e-08,0.8261271,1.199975,0.001533874,0.6001996
6.69e-08,0.8242262,1.199985,0.001533577,0.6001598
6.72e-08,0.8218344,1.200008,0.001532581,0.6001635
6.75e-08,0.8194556,1.199977,0.00153259,0.6001729
6.7775e-08,0.817242,1.200008,0.001533117,0.6001803
6.779e-08,0.8171069,1.200012,0.00153439,0.6001827
6.78e-08,0.8171487,1.19997,0.001533619,0.6001997
6.7805e-08,0.8170582,1.19975,0.001532641,0.600181
6.782e-08,0.8170795,1.16739,0.001531786,0.6002026
6.7835e-08,0.8168143,1.083597,0.001526773,0.6001892
6.785e-08,0.8165959,0.9558887,0.001520365,0.6001945
6.7865e-08,0.8164743,0.7959067,0.001512683,0.6001945
6.788e-08,0.816527,0.6180931,0.001504047,0.6001871
6.7895e-08,0.8164279,0.4387144,0.001494653,0.6001806
6.791e-08,0.8162087,0.2739267,0.001486922,0.6001257
6.7925e-08,0.8159331,0.1387287,0.001479917,0.6001508
6.794e-08,0.8158287,0.04540369,0.001475004,0.600172
6.7955e-08,0.8159007,0.002384204,0.001473215,0.6002011
6.797e-08,0.815683,1.288064e-05,0.001472417,0.6001728
6.7985e-08,0.8154827,-4.471477e-05,0.001472986,0.6002097
6.8e-08,0.8154844,6.325669e-06,0.001472343,0.600131
6.81e-08,0.8145768,1.781859e-05,0.001473424,0.600191
6.84e-08,0.8122125,-2.385068e-05,0.001472968,0.6001689
6.87e-08,0.8101964,6.418325e-06,0.001473689,0.6001857
6.9e-08,0.8077677,-1.185253e-05,0.00147244,0.6002005
6.93e-08,0.8051366,9.071244e-06,0.001473319,0.6002009
6.96e-08,0.8030126,2.037499e-05,0.001472768,0.6001763
6.99e-08,0.8007106,-3.790115e-05,0.001472856,0.6001898
7e-08,0.8002131,-4.239144e-06,0.001473039,0.6002015
7.02e-08,0.7985526,2.062836e-05,0.001472793,0.6001835
7.05e-08,0.7962518,4.267729e-05,0.001473196,0.6001658
7.08e-08,0.7940848,-8.045551e-05,0.001472987,0.6002184
7.11e-08,0.7920414,-1.632894e-05,0.00147313,0.6001673
7.1295e-08,0.7907533,2.172537e-05,0.001473326,0.6001535
7.131e-08,0.7903322,-5.498911e-06,0.001473718,0.6001749
7.1325e-08,0.790026,5.621793e-05,0.001472812,0.6001508
7.134e-08,0.7901952,0.03169853,0.001474765,0.6002248
7.1355e-08,0.7901171,0.1197378,0.001478391,0.6001846
7.137e-08,0.789597,0.2553844,0.001485905,0.6001914
7.1385e-08,0.7898528,0.4251567,0.001494379,0.6001868
7.14e-08,0.7896575,0.6122644,0.001503754,0.6001787
7.1415e-08,0.7895717,0.7981161,0.001513119,0.6001938
7.143e-08,0.7895985,0.9643581,0.00152148,0.6002113
7.1445e-08,0.7895091,1.094512,0.001527785,0.6001797
7.146e-08,0.7892838,1.175639,0.001532069,0.6002278
7.1475e-08,0.789157,1.200024,0.001533118,0.6001522
7.149e-08,0.789062,1.20002,0.001533668,0.6002316
7.1505e-08,0.7889484,1.199971,0.001532962,0.6001395
7.17e-08,0.7877471,1.20002,0.001532444,0.6002031
7.2e-08,0.7857886,1.200018,0.001532914,0.6001777
7.23e-08,0.7837015,1.199977,0.001533089,0.6001943
7.26e-08,0.7816833,1.200009,0.001532821,0.6002247
7.29e-08,0.7799214,1.199997,0.001532381,0.6002225
7.32e-08,0.7783647,1.200003,0.001533201,0.6002092
7.35e-08,0.7761966,1.200059,0.001532733,0.6001977
7.38e-08,0.7746624,1.199971,0.001533492,0.6001838
7.4e-08,0.7737601,1.20003,0.001533674,0.6001526
7.41e-08,0.7732925,1.199988,0.001532662,0.6001825
7.4175e-08,0.7727238,1.199988,0.001532723,0.6001903
7.419e-08,0.7727985,1.200015,0.001533678,0.6001987
7.4205e-08,0.7725722,1.199899,0.001533342,0.6001755
7.422e-08,0.7724218,1.169544,0.001532375,0.6002309
7.4235e-08,0.7728503,1.087498,0.00152843,0.6001761
7.425e-08,0.7725625,0.9611994,0.001521129,0.6002053
7.4265e-08,0.7723804,0.8021576,0.001513478,0.6001891
7.428e-08,0.7726094,0.6247636,0.001503677,0.6001938
7.4295e-08,0.7723505,0.4451675,0.001494576,0.6002333
7.431e-08,0.7722659,0.2795163,0.00148701,0.6002023
7.4325e-08,0.7719322,0.1430195,0.001480727,0.6002099
7.434e-08,0.7718946,0.04795654,0.001474229,0.6002305
7.4355e-08,0.7720445,0.003026129,0.001472767,0.6001877
7.437e-08,0.7717902,1.917175e-05,0.001473154,0.6001343
7.4385e-08,0.7717264,-3.653021e-06,0.001473384,0.6002556
7.44e-08,0.7717815,-1.645475e-05,0.001473907,0.6002149
7.47e-08,0.7705658,-9.689346e-06,0.001473328,0.6001817
7.5e-08,0.7687652,-2.376746e-05,0.001473347,0.6002297
7.53e-08,0.7679669,9.229642e-06,0.001473353,0.600232
7.56e-08,0.7668203,-3.084647e-05,0.001473278,0.6001879
7.59e-08,0.7654408,5.408118e-06,0.001474078,0.6002072
7.6e-08,0.7653725,-4.597478e-06,0.001473535,0.6002001
7.62e-08,0.7645822,2.418819e-06,0.001472935,0.6001973
7.65e-08,0.7639609,-3.392474e-05,0.001473612,0.6001702
7.68e-08,0.763147,-2.257387e-06,0.001473333,0.6001932
7.71e-08,0.762394,7.285404e-06,0.00147345,0.6001922
7.74e-08,0.7617302,-2.059721e-05,0.001473357,0.6002037
7.7695e-08,0.7614358,1.607379e-05,0.001472416,0.6002169
7.77e-08,0.76139,2.478089e-07,0.001473483,0.6001777
7.771e-08,0.7611518,-7.252173e-06,0.001473758,0.6002193
7.7725e-08,0.7613832,0.0003797053,0.001473105,0.6002118
7.774e-08,0.7611864,0.03685394,0.001475324,0.6001798
7.7755e-08,0.7612949,0.1291414,0.00147963,0.6002356
7.777e-08,0.7611748,0.2680299,0.001486646,0.6002195
7.7785e-08,0.7609094,0.4398864,0.001494977,0.6002462
7.78e-08,0.7613628,0.6275943,0.001504259,0.600215
7.7815e-08,0.7609446,0.8125352,0.001513898,0.6001923
7.783e-08,0.7610535,0.9764971,0.001521811,0.6002025
7.7845e-08,0.7611181,1.103049,0.001529255,0.600212
7.786e-08,0.760986,1.179795,0.001531414,0.6002037
7.7875e-08,0.7611032,1.199983,0.001532925,0.6002361
7.789e-08,0.7608126,1.199997,0.001532775,0.6001878
7.7905e-08,0.7609238,1.200008,0.001532308,0.6002177
7.8e-08,0.7608232,1.200014,0.001532266,0.6001801
7.83e-08,0.7605979,1.200002,0.001533524,0.6001914
7.86e-08,0.7602761,1.200006,0.001532722,0.6001909
7.89e-08,0.7602719,1.200001,0.001533423,0.6002037
7.92e-08,0.760135,1.199967,0.001533126,0.6002187
7.95e-08,0.7602796,1.199977,0.001533944,0.6001947
7.98e-08,0.7603596,1.200014,0.001532276,0.6001818
8e-08,0.7603523,1.199994,0.001532644,0.6002389
8.01e-08,0.7605525,1.199953,0.001533584,0.6002313
8.04e-08,0.7607357,1.199992,0.001533511,0.600231
8.0575e-08,0.7609769,1.200019,0.001533299,0.6002119
8.059e-08,0.7611589,1.199999,0.001534115,0.6002175
8.0605e-08,0.7611285,1.199263,0.001533124,0.6002075
8.062e-08,0.7609876,1.163205,0.001531311,0.6002181
8.0635e-08,0.7613055,1.076072,0.001527396,0.6002491
8.065e-08,0.7612129,0.9457349,0.001519882,0.6002035
8.0665e-08,0.7611415,0.784007,0.001512143,0.6001939
8.068e-08,0.7611643,0.6056093,0.001503057,0.6002154
8.0695e-08,0.761292,0.4266583,0.001494016,0.6002138
8.07e-08,0.7612572,0.3697294,0.001492251,0.6002166
8.071e-08,0.7613914,0.2634585,0.001486659,0.6001886
8.0725e-08,0.7614027,0.1308365,0.001479437,0.6002242
8.074e-08,0.7613998,0.04072137,0.001474033,0.6002271
8.0755e-08,0.7612957,0.001407453,0.001473601,0.6001948
8.077e-08,0.7611512,-1.912282e-05,0.001472752,0.6002265
8.0785e-08,0.7612454,-2.353712e-05,0.001472724,0.6001978
8.1e-08,0.7616675,-2.974565e-05,0.001471996,0.6001665
8.13e-08,0.7621663,1.947099e-05,0.001472902,0.6002212
8.16e-08,0.7629724,2.118972e-05,0.001473226,0.6002063
8.19e-08,0.7640027,2.831803e-05,0.001472405,0.6002357
8.2e-08,0.7636047,-7.939304e-06,0.001472916,0.6002457
8.22e-08,0.7643975,-4.733519e-06,0.001473106,0.6002115
8.25e-08,0.7648919,-5.101989e-07,0.00147333,0.6002222
8.28e-08,0.7662773,8.12424e-06,0.001473157,0.6001953
8.31e-08,0.7673641,-1.479605e-05,0.001472791,0.6001999
8.34e-08,0.7681862,4.044107e-05,0.001472194,0.600218
8.37e-08,0.7696106,2.882092e-05,0.001473445,0.6002219
8.4e-08,0.7703418,1.224402e-05,0.001472781,0.6002131
8.4095e-08,0.7707504,-1.017035e-06,0.001472524,0.6002237
8.411e-08,0.7706345,1.593542e-06,0.001473024,0.6002533
8.4125e-08,0.7712245,2.033009e-06,0.001473411,0.6002364
8.414e-08,0.7710196,0.01970694,0.001473786,0.6002413
8.4155e-08,0.7711684,0.09588279,0.001477564,0.6002081
8.417e-08,0.7708353,0.2219966,0.001483697,0.6002412
8.4185e-08,0.7711544,0.3856428,0.001491841,0.6002192
8.42e-08,0.7711981,0.5704322,0.001502421,0.6002053
8.4215e-08,0.7713536,0.758226,0.001510304,0.6002322
