v /vdd_pll; tran (V) X,v /vdd_pll; tran (V) Y,i /mp0; tran (A) X,i /mp0; tran (A) Y
1.926e-07,0.7983307,,
1.9291e-07,0.7981532,,
1.92955e-07,0.7982598,,
1.93e-07,0.7980829,,
1.93045e-07,0.7981751,,
1.9309e-07,0.798183,,
1.935e-07,0.7979132,,
1.941e-07,0.7973575,,
1.95e-07,0.7973439,,
1.95775e-07,0.7967841,,
1.9582e-07,0.7967065,,
1.95865e-07,0.7965497,,
1.959e-07,0.7970034,,
1.9594e-07,0.7966895,,
1.95985e-07,0.7968256,,
1.965e-07,0.7968402,,
1.974e-07,0.7963957,,
1.983e-07,0.7963481,,
1.992e-07,0.7962604,,
1.99325e-07,0.7963558,,
1.9937e-07,0.7963788,,
1.99415e-07,0.7963848,,
1.9946e-07,0.7964689,,
1.995e-07,0.7963694,,
2e-07,0.7963519,,
2.007e-07,0.7964088,,
2.016e-07,0.7966414,,
2.02175e-07,0.7965897,,
2.02205e-07,0.7966074,,
2.0225e-07,0.7967641,,
2.02295e-07,0.7968485,,
2.0234e-07,0.79681,,
2.02385e-07,0.7967651,,
2.031e-07,0.7969327,,
2.04e-07,0.7974057,,
2.049e-07,0.7975801,,
2.05695e-07,0.797928,,
2.0574e-07,0.7979241,,
2.05785e-07,0.7978642,,
2.0583e-07,0.7977623,,
2.05875e-07,0.7981495,,
2.06e-07,0.7982484,,
2.067e-07,0.7985419,,
2.076e-07,0.7987818,,
2.082e-07,0.7994075,,
2.0859e-07,0.7992496,,
2.08635e-07,0.7993792,,
2.0868e-07,0.7994273,,
2.08725e-07,0.7995387,,
2.0877e-07,0.7994157,,
2.091e-07,0.7994857,,
2.1e-07,0.7998373,,
2.1211e-07,0.8007611,,
2.12155e-07,0.8010538,,
2.122e-07,0.8010523,,
2.12245e-07,0.8010229,,
2.1229e-07,0.8009755,,
2.14975e-07,0.8017902,,
2.1502e-07,0.8022551,,
2.15065e-07,0.8018757,,
2.1511e-07,0.8018315,,
2.15155e-07,0.8020491,,
2.16e-07,0.8019153,,
2.1851e-07,0.8022749,,
2.18555e-07,0.8024331,,
2.186e-07,0.8025687,,
2.18645e-07,0.8023581,,
2.1869e-07,0.8025595,,
2.21375e-07,0.8021828,,
2.2142e-07,0.8023219,,
2.21465e-07,0.8021656,,
2.2151e-07,0.8023087,,
2.21555e-07,0.802273,,
2.22e-07,0.8022977,,
2.2491e-07,0.8015165,,
2.24955e-07,0.801533,,
2.25e-07,0.8014747,,
2.25045e-07,0.8013956,,
2.2509e-07,0.8016606,,
2.27775e-07,0.8007514,,
2.2782e-07,0.8004614,,
2.27865e-07,0.8008662,,
2.2791e-07,0.8006148,,
2.27955e-07,0.8004563,,
2.28e-07,0.8006803,,
2.3131e-07,0.7993829,,
2.31355e-07,0.7997865,,
2.314e-07,0.7996089,,
2.31445e-07,0.7993979,,
2.3149e-07,0.799783,,
2.34e-07,0.7987588,,
2.34205e-07,0.7989852,,
2.3425e-07,0.7987008,,
2.34295e-07,0.7987526,,
2.3434e-07,0.7987572,,
2.34385e-07,0.7988425,,
2.3771e-07,0.7983677,,
2.37755e-07,0.7984451,,
2.378e-07,0.7982852,,
2.37845e-07,0.7984096,,
2.3789e-07,0.798564,,
2.4e-07,0.7980674,,
2.40605e-07,0.7984226,,
2.4065e-07,0.7984863,,
2.40695e-07,0.7983511,,
2.4074e-07,0.7984588,,
2.40785e-07,0.7984446,,
2.44095e-07,0.7988071,,
2.4414e-07,0.7986931,,
2.44185e-07,0.7989547,,
2.4423e-07,0.7988694,,
2.44275e-07,0.7989231,,
2.46e-07,0.7990893,,
2.47005e-07,0.7991473,,
2.4705e-07,0.7994639,,
2.47095e-07,0.7992543,,
2.4714e-07,0.7993865,,
2.47185e-07,0.7994656,,
2.50002e-07,0.800097,,
2.50008e-07,0.7995546,,
2.50014e-07,0.7998811,,
2.5002e-07,0.7999918,,
2.50026e-07,0.7999434,,
2.50032e-07,0.8001325,,
2.50038e-07,0.8000179,,
2.50044e-07,0.8002998,,
2.5005e-07,0.8002726,,
2.50056e-07,0.8001695,,
2.50495e-07,0.800128,,
2.5054e-07,0.8001288,,
2.50585e-07,0.8001851,,
2.5063e-07,0.799916,,
2.50675e-07,0.8004171,,
2.52e-07,0.8001401,,
2.53405e-07,0.800695,,
2.5345e-07,0.8006802,,
2.53495e-07,0.8004781,,
2.5354e-07,0.8006483,,
2.53585e-07,0.8007738,,
2.56895e-07,0.8010168,,
2.5694e-07,0.8012798,,
2.56985e-07,0.8010096,,
2.5703e-07,0.8010825,,
2.57075e-07,0.8006717,,
2.58e-07,0.8011199,,
2.59805e-07,0.8006953,,
2.5985e-07,0.8013229,,
2.59895e-07,0.8012907,,
2.5994e-07,0.801125,,
2.59985e-07,0.8011592,,
2.63295e-07,0.8009119,,
2.6334e-07,0.8007517,,
2.63385e-07,0.8010008,,
2.6343e-07,0.8008805,,
2.63475e-07,0.8009187,,
2.64e-07,0.8011387,,
2.6619e-07,0.8007993,,
2.66235e-07,0.8006453,,
2.6628e-07,0.8003344,,
2.66325e-07,0.8003303,,
2.6637e-07,0.8003543,,
2.69695e-07,0.800034,,
2.6974e-07,0.799951,,
2.69785e-07,0.8002564,,
2.6983e-07,0.7998306,,
2.69875e-07,0.8003575,,
2.7e-07,0.7998733,,
2.7259e-07,0.7996223,,
2.72635e-07,0.7997332,,
2.7268e-07,0.7996145,,
2.72725e-07,0.7994903,,
2.7277e-07,0.7997973,,
2.76e-07,0.7992201,,
2.76125e-07,0.7993732,,
2.7617e-07,0.7993098,,
2.76215e-07,0.7993434,,
2.7626e-07,0.7994687,,
2.76305e-07,0.7994013,,
2.7899e-07,0.7993879,,
2.79035e-07,0.7990008,,
2.7908e-07,0.7995532,,
2.79125e-07,0.7993025,,
2.7917e-07,0.7993181,,
2.82e-07,0.7993535,,
2.82525e-07,0.7992927,,
2.8257e-07,0.79936,,
2.82615e-07,0.7995448,,
2.8266e-07,0.7994348,,
2.82705e-07,0.7993845,,
2.8539e-07,0.7997323,,
2.85435e-07,0.7995206,,
2.8548e-07,0.7995201,,
2.85525e-07,0.7995348,,
2.8557e-07,0.7997158,,
2.88e-07,0.7997095,,
2.88925e-07,0.7996749,,
2.8897e-07,0.7999705,,
2.89015e-07,0.7997961,,
2.8906e-07,0.799925,,
2.89105e-07,0.7998355,,
2.9179e-07,0.8002308,,
2.91835e-07,0.8002246,,
2.9188e-07,0.8002144,,
2.91925e-07,0.8004359,,
2.9197e-07,0.8000529,,
2.94e-07,0.8001511,,
2.95325e-07,0.8003724,,
2.9537e-07,0.8003215,,
2.95415e-07,0.8004465,,
2.9546e-07,0.8001412,,
2.95505e-07,0.8003941,,
2.98175e-07,0.8005438,,
2.9822e-07,0.8003882,,
2.98265e-07,0.8003684,,
2.9831e-07,0.8002485,,
2.98355e-07,0.8004373,,
3e-07,0.8005009,,
