freq,V(vco_out)
1.3475e+09,4.450892e-06
1.34875e+09,3.779682e-06
1.35e+09,3.866855e-06
1.35125e+09,3.420123e-06
1.3525e+09,3.747414e-06
1.35375e+09,3.396687e-06
1.355e+09,4.009877e-06
1.35625e+09,3.886139e-06
1.3575e+09,3.836868e-06
1.35875e+09,4.114854e-06
1.36e+09,3.988143e-06
1.36125e+09,4.176926e-06
1.3625e+09,4.835433e-06
1.36375e+09,4.918026e-06
1.365e+09,4.512918e-06
1.36625e+09,4.085514e-06
1.3675e+09,4.393703e-06
1.36875e+09,4.198715e-06
1.37e+09,3.398621e-06
1.37125e+09,3.805809e-06
1.3725e+09,3.986459e-06
1.37375e+09,4.492758e-06
1.375e+09,3.851436e-06
1.37625e+09,4.440596e-06
1.3775e+09,4.760712e-06
1.37875e+09,3.665021e-06
1.38e+09,3.695914e-06
1.38125e+09,3.703220e-06
1.3825e+09,3.792658e-06
1.38375e+09,4.064540e-06
1.385e+09,4.035587e-06
1.38625e+09,3.991021e-06
1.3875e+09,3.809179e-06
1.38875e+09,5.109684e-06
1.39e+09,4.278051e-06
1.39125e+09,4.257558e-06
1.3925e+09,4.091289e-06
1.39375e+09,4.670591e-06
1.395e+09,4.122830e-06
1.39625e+09,3.882396e-06
1.3975e+09,3.908477e-06
1.39875e+09,3.657807e-06
1.4e+09,4.108649e-06
1.40125e+09,3.978781e-06
1.4025e+09,4.389407e-06
1.40375e+09,3.794580e-06
1.405e+09,3.810892e-06
1.40625e+09,4.441831e-06
1.4075e+09,3.912954e-06
1.40875e+09,4.719999e-06
1.41e+09,4.452571e-06
1.41125e+09,3.724715e-06
1.4125e+09,3.960573e-06
1.41375e+09,4.167040e-06
1.415e+09,4.736899e-06
1.41625e+09,4.490357e-06
1.4175e+09,4.603453e-06
1.41875e+09,4.493464e-06
1.42e+09,5.358397e-06
1.42125e+09,4.542147e-06
1.4225e+09,4.697007e-06
1.42375e+09,4.421439e-06
1.425e+09,4.734896e-06
1.42625e+09,4.465999e-06
1.4275e+09,4.462295e-06
1.42875e+09,4.758752e-06
1.43e+09,4.286632e-06
1.43125e+09,5.625077e-06
1.4325e+09,4.880705e-06
1.43375e+09,4.618045e-06
1.435e+09,5.781289e-06
1.43625e+09,4.939218e-06
1.4375e+09,5.331923e-06
1.43875e+09,4.550180e-06
1.44e+09,4.846034e-06
1.44125e+09,4.842499e-06
1.4425e+09,4.356101e-06
1.44375e+09,4.515176e-06
1.445e+09,4.767951e-06
1.44625e+09,4.580563e-06
1.4475e+09,4.986901e-06
1.44875e+09,5.188628e-06
1.45e+09,5.113459e-06
1.45125e+09,4.775535e-06
1.4525e+09,5.092174e-06
1.45375e+09,5.210657e-06
1.455e+09,5.492883e-06
1.45625e+09,4.588788e-06
1.4575e+09,5.370503e-06
1.45875e+09,4.618062e-06
1.46e+09,4.528144e-06
1.46125e+09,5.306389e-06
1.4625e+09,4.481204e-06
1.46375e+09,5.000679e-06
1.465e+09,4.399883e-06
1.46625e+09,4.903976e-06
1.4675e+09,4.791930e-06
1.46875e+09,4.962316e-06
1.47e+09,4.415630e-06
1.47125e+09,5.452732e-06
1.4725e+09,5.690398e-06
1.47375e+09,4.349203e-06
1.475e+09,4.719213e-06
1.47625e+09,4.830353e-06
1.4775e+09,6.256831e-06
1.47875e+09,5.339318e-06
1.48e+09,5.530202e-06
1.48125e+09,4.649099e-06
1.4825e+09,4.315349e-06
1.48375e+09,5.030538e-06
1.485e+09,4.997670e-06
1.48625e+09,4.827438e-06
1.4875e+09,5.405870e-06
1.48875e+09,5.244758e-06
1.49e+09,5.539269e-06
1.49125e+09,5.093906e-06
1.4925e+09,4.931380e-06
1.49375e+09,5.146441e-06
1.495e+09,4.736640e-06
1.49625e+09,5.802759e-06
1.4975e+09,5.789062e-06
1.49875e+09,5.181708e-06
1.5e+09,4.826935e-06
1.50125e+09,5.737500e-06
1.5025e+09,4.805459e-06
1.50375e+09,4.724984e-06
1.505e+09,6.287453e-06
1.50625e+09,4.426881e-06
1.5075e+09,5.663435e-06
1.50875e+09,5.423918e-06
1.51e+09,5.033470e-06
1.51125e+09,5.018850e-06
1.5125e+09,5.136838e-06
1.51375e+09,5.425817e-06
1.515e+09,5.515723e-06
1.51625e+09,5.188612e-06
1.5175e+09,5.105003e-06
1.51875e+09,5.281767e-06
1.52e+09,5.289226e-06
1.52125e+09,4.897943e-06
1.5225e+09,5.687719e-06
1.52375e+09,6.591234e-06
1.525e+09,5.239679e-06
1.52625e+09,5.226976e-06
1.5275e+09,5.178513e-06
1.52875e+09,5.099437e-06
1.53e+09,4.762967e-06
1.53125e+09,5.291826e-06
1.5325e+09,5.432693e-06
1.53375e+09,5.301991e-06
1.535e+09,5.545229e-06
1.53625e+09,5.993754e-06
1.5375e+09,5.569900e-06
1.53875e+09,7.084864e-06
1.54e+09,5.077987e-06
1.54125e+09,5.511205e-06
1.5425e+09,5.361661e-06
1.54375e+09,5.206232e-06
1.545e+09,6.140173e-06
1.54625e+09,6.951224e-06
1.5475e+09,6.908772e-06
1.54875e+09,5.415331e-06
1.55e+09,5.920906e-06
1.55125e+09,5.461883e-06
1.5525e+09,5.040752e-06
1.55375e+09,6.428670e-06
1.555e+09,6.234986e-06
1.55625e+09,5.952594e-06
1.5575e+09,6.644113e-06
1.55875e+09,5.022206e-06
1.56e+09,6.007913e-06
1.56125e+09,5.430991e-06
1.5625e+09,6.057214e-06
1.56375e+09,5.516130e-06
1.565e+09,5.684360e-06
1.56625e+09,6.003391e-06
1.5675e+09,6.484472e-06
1.56875e+09,6.456885e-06
1.57e+09,6.722364e-06
1.57125e+09,6.212017e-06
1.5725e+09,5.996891e-06
1.57375e+09,6.324575e-06
1.575e+09,5.797923e-06
1.57625e+09,6.459760e-06
1.5775e+09,6.003185e-06
1.57875e+09,5.640399e-06
1.58e+09,5.595754e-06
1.58125e+09,5.614518e-06
1.5825e+09,6.543332e-06
1.58375e+09,6.418225e-06
1.585e+09,7.045567e-06
1.58625e+09,5.948297e-06
1.5875e+09,6.347522e-06
1.58875e+09,5.653599e-06
1.59e+09,6.967806e-06
1.59125e+09,7.319065e-06
1.5925e+09,6.172403e-06
1.59375e+09,5.979494e-06
1.595e+09,5.494396e-06
1.59625e+09,6.155287e-06
1.5975e+09,6.276994e-06
1.59875e+09,5.881017e-06
1.6e+09,6.316894e-06
1.60125e+09,6.203772e-06
1.6025e+09,6.620690e-06
1.60375e+09,7.424144e-06
1.605e+09,5.967369e-06
1.60625e+09,6.557873e-06
1.6075e+09,6.213457e-06
1.60875e+09,6.163154e-06
1.61e+09,6.013148e-06
1.61125e+09,6.262856e-06
1.6125e+09,7.045232e-06
1.61375e+09,7.303258e-06
1.615e+09,6.782728e-06
1.61625e+09,7.337661e-06
1.6175e+09,7.039306e-06
1.61875e+09,5.877643e-06
1.62e+09,6.253046e-06
1.62125e+09,5.955749e-06
1.6225e+09,6.882861e-06
1.62375e+09,6.597720e-06
1.625e+09,7.445999e-06
1.62625e+09,6.526038e-06
1.6275e+09,6.812970e-06
1.62875e+09,7.450485e-06
1.63e+09,7.034382e-06
1.63125e+09,6.678326e-06
1.6325e+09,6.283654e-06
1.63375e+09,6.801175e-06
1.635e+09,7.062914e-06
1.63625e+09,7.477987e-06
1.6375e+09,6.414596e-06
1.63875e+09,6.274892e-06
1.64e+09,6.605069e-06
1.64125e+09,7.154590e-06
1.6425e+09,6.763388e-06
1.64375e+09,7.477667e-06
1.645e+09,6.659262e-06
1.64625e+09,6.746081e-06
1.6475e+09,6.475929e-06
1.64875e+09,6.729566e-06
1.65e+09,7.544760e-06
1.65125e+09,6.719579e-06
1.6525e+09,7.228776e-06
1.65375e+09,6.885356e-06
1.655e+09,7.392570e-06
1.65625e+09,6.942636e-06
1.6575e+09,8.201215e-06
1.65875e+09,7.328168e-06
1.66e+09,7.224917e-06
1.66125e+09,7.466568e-06
1.6625e+09,6.883248e-06
1.66375e+09,7.367989e-06
1.665e+09,6.997325e-06
1.66625e+09,7.015286e-06
1.6675e+09,8.534367e-06
1.66875e+09,7.482562e-06
1.67e+09,8.584202e-06
1.67125e+09,7.610083e-06
1.6725e+09,7.955558e-06
1.67375e+09,7.798936e-06
1.675e+09,8.678404e-06
1.67625e+09,7.325705e-06
1.6775e+09,7.725598e-06
1.67875e+09,7.308142e-06
1.68e+09,7.064812e-06
1.68125e+09,8.269866e-06
1.6825e+09,7.395833e-06
1.68375e+09,7.829266e-06
1.685e+09,8.415706e-06
1.68625e+09,7.562520e-06
1.6875e+09,7.690791e-06
1.68875e+09,7.647991e-06
1.69e+09,7.185765e-06
1.69125e+09,8.253718e-06
1.6925e+09,7.114935e-06
1.69375e+09,7.756798e-06
1.695e+09,7.504115e-06
1.69625e+09,7.693722e-06
1.6975e+09,8.142130e-06
1.69875e+09,8.769749e-06
1.7e+09,8.198980e-06
1.70125e+09,7.754958e-06
1.7025e+09,8.404515e-06
1.70375e+09,8.270180e-06
1.705e+09,8.173539e-06
1.70625e+09,8.489405e-06
1.7075e+09,7.990482e-06
1.70875e+09,7.500463e-06
1.71e+09,8.373324e-06
1.71125e+09,9.256160e-06
1.7125e+09,8.391572e-06
1.71375e+09,8.078783e-06
1.715e+09,8.398951e-06
1.71625e+09,8.359950e-06
1.7175e+09,8.055963e-06
1.71875e+09,8.964927e-06
1.72e+09,8.805505e-06
1.72125e+09,8.825359e-06
1.7225e+09,8.257319e-06
1.72375e+09,7.931255e-06
1.725e+09,8.531725e-06
1.72625e+09,8.954242e-06
1.7275e+09,9.061886e-06
1.72875e+09,8.053207e-06
1.73e+09,8.684736e-06
1.73125e+09,8.540800e-06
1.7325e+09,8.391564e-06
1.73375e+09,9.410498e-06
1.735e+09,9.096854e-06
1.73625e+09,8.582733e-06
1.7375e+09,8.916006e-06
1.73875e+09,8.715463e-06
1.74e+09,9.260979e-06
1.74125e+09,9.156324e-06
1.7425e+09,9.104416e-06
1.74375e+09,9.862998e-06
1.745e+09,9.186991e-06
1.74625e+09,9.504315e-06
1.7475e+09,8.885418e-06
1.74875e+09,9.264884e-06
1.75e+09,8.748842e-06
1.75125e+09,8.931911e-06
1.7525e+09,1.001434e-05
1.75375e+09,9.900392e-06
1.755e+09,9.292664e-06
1.75625e+09,8.847955e-06
1.7575e+09,8.757136e-06
1.75875e+09,9.058320e-06
1.76e+09,9.821765e-06
1.76125e+09,9.311867e-06
1.7625e+09,9.547734e-06
1.76375e+09,1.012567e-05
1.765e+09,9.359637e-06
1.76625e+09,8.900536e-06
1.7675e+09,9.064044e-06
1.76875e+09,9.192989e-06
1.77e+09,9.824133e-06
1.77125e+09,9.393499e-06
1.7725e+09,9.752561e-06
1.77375e+09,1.077689e-05
1.775e+09,1.053295e-05
1.77625e+09,9.546127e-06
1.7775e+09,9.914027e-06
1.77875e+09,9.687529e-06
1.78e+09,9.517989e-06
1.78125e+09,9.687323e-06
1.7825e+09,1.060669e-05
1.78375e+09,1.028160e-05
1.785e+09,1.044851e-05
1.78625e+09,1.003994e-05
1.7875e+09,1.044090e-05
1.78875e+09,1.175873e-05
1.79e+09,1.074281e-05
1.79125e+09,1.014038e-05
1.7925e+09,1.029244e-05
1.79375e+09,1.171939e-05
1.795e+09,1.049754e-05
1.79625e+09,1.025391e-05
1.7975e+09,1.033421e-05
1.79875e+09,1.137291e-05
1.8e+09,1.067534e-05
1.80125e+09,1.092856e-05
1.8025e+09,1.109484e-05
1.80375e+09,1.111776e-05
1.805e+09,1.054925e-05
1.80625e+09,1.136658e-05
1.8075e+09,1.085764e-05
1.80875e+09,1.108108e-05
1.81e+09,1.066171e-05
1.81125e+09,1.112227e-05
1.8125e+09,1.079297e-05
1.81375e+09,1.238032e-05
1.815e+09,1.118189e-05
1.81625e+09,1.082728e-05
1.8175e+09,1.172512e-05
1.81875e+09,1.131549e-05
1.82e+09,1.088858e-05
1.82125e+09,1.083449e-05
1.8225e+09,1.121959e-05
1.82375e+09,1.121338e-05
1.825e+09,1.133167e-05
1.82625e+09,1.225701e-05
1.8275e+09,1.278434e-05
1.82875e+09,1.180785e-05
1.83e+09,1.224431e-05
1.83125e+09,1.131678e-05
1.8325e+09,1.136998e-05
1.83375e+09,1.149158e-05
1.835e+09,1.173152e-05
1.83625e+09,1.135673e-05
1.8375e+09,1.234285e-05
1.83875e+09,1.191702e-05
1.84e+09,1.163543e-05
1.84125e+09,1.279497e-05
1.8425e+09,1.160778e-05
1.84375e+09,1.290162e-05
1.845e+09,1.174368e-05
1.84625e+09,1.247364e-05
1.8475e+09,1.203771e-05
1.84875e+09,1.271055e-05
1.85e+09,1.224441e-05
1.85125e+09,1.189183e-05
1.8525e+09,1.288788e-05
1.85375e+09,1.328527e-05
1.855e+09,1.239804e-05
1.85625e+09,1.305701e-05
1.8575e+09,1.303127e-05
1.85875e+09,1.289701e-05
1.86e+09,1.269126e-05
1.86125e+09,1.253282e-05
1.8625e+09,1.279762e-05
1.86375e+09,1.331356e-05
1.865e+09,1.316952e-05
1.86625e+09,1.390895e-05
1.8675e+09,1.299605e-05
1.86875e+09,1.352926e-05
1.87e+09,1.363264e-05
1.87125e+09,1.343644e-05
1.8725e+09,1.305621e-05
1.87375e+09,1.359284e-05
1.875e+09,1.387735e-05
1.87625e+09,1.364883e-05
1.8775e+09,1.302568e-05
1.87875e+09,1.354459e-05
1.88e+09,1.503722e-05
1.88125e+09,1.350253e-05
1.8825e+09,1.376478e-05
1.88375e+09,1.381318e-05
1.885e+09,1.475985e-05
1.88625e+09,1.456634e-05
1.8875e+09,1.467990e-05
1.88875e+09,1.433720e-05
1.89e+09,1.571395e-05
1.89125e+09,1.470894e-05
1.8925e+09,1.524330e-05
1.89375e+09,1.469692e-05
1.895e+09,1.466625e-05
1.89625e+09,1.481647e-05
1.8975e+09,1.589392e-05
1.89875e+09,1.536240e-05
1.9e+09,1.478588e-05
1.90125e+09,1.497124e-05
1.9025e+09,1.572676e-05
1.90375e+09,1.488560e-05
1.905e+09,1.509610e-05
1.90625e+09,1.572031e-05
1.9075e+09,1.584844e-05
1.90875e+09,1.516144e-05
1.91e+09,1.520439e-05
1.91125e+09,1.679925e-05
1.9125e+09,1.601925e-05
1.91375e+09,1.545105e-05
1.915e+09,1.593921e-05
1.91625e+09,1.568129e-05
1.9175e+09,1.551485e-05
1.91875e+09,1.687611e-05
1.92e+09,1.558909e-05
1.92125e+09,1.644596e-05
1.9225e+09,1.625293e-05
1.92375e+09,1.681342e-05
1.925e+09,1.642408e-05
1.92625e+09,1.595496e-05
1.9275e+09,1.634838e-05
1.92875e+09,1.648940e-05
1.93e+09,1.702941e-05
1.93125e+09,1.689205e-05
1.9325e+09,1.655543e-05
1.93375e+09,1.692638e-05
1.935e+09,1.696918e-05
1.93625e+09,1.701560e-05
1.9375e+09,1.665921e-05
1.93875e+09,1.769034e-05
1.94e+09,1.728224e-05
1.94125e+09,1.744394e-05
1.9425e+09,1.782569e-05
1.94375e+09,1.777795e-05
1.945e+09,1.716894e-05
1.94625e+09,1.791197e-05
1.9475e+09,1.825763e-05
1.94875e+09,1.780223e-05
1.95e+09,1.819099e-05
1.95125e+09,1.896612e-05
1.9525e+09,1.909294e-05
1.95375e+09,1.834603e-05
1.955e+09,1.807558e-05
1.95625e+09,1.868063e-05
1.9575e+09,1.896244e-05
1.95875e+09,1.925862e-05
1.96e+09,1.874528e-05
1.96125e+09,1.932579e-05
1.9625e+09,1.924571e-05
1.96375e+09,1.940672e-05
1.965e+09,1.900253e-05
1.96625e+09,1.888455e-05
1.9675e+09,2.040280e-05
1.96875e+09,2.038404e-05
1.97e+09,2.030897e-05
1.97125e+09,2.083993e-05
1.9725e+09,2.014395e-05
1.97375e+09,2.003718e-05
1.975e+09,2.065565e-05
1.97625e+09,2.011971e-05
1.9775e+09,2.038303e-05
1.97875e+09,2.028282e-05
1.98e+09,2.035685e-05
1.98125e+09,2.081182e-05
1.9825e+09,2.031416e-05
1.98375e+09,2.062943e-05
1.985e+09,2.126885e-05
1.98625e+09,2.107669e-05
1.9875e+09,2.138673e-05
1.98875e+09,2.220596e-05
1.99e+09,2.172817e-05
1.99125e+09,2.159929e-05
1.9925e+09,2.171016e-05
1.99375e+09,2.400426e-05
1.995e+09,2.311898e-05
1.99625e+09,2.272137e-05
1.9975e+09,2.208717e-05
1.99875e+09,2.231863e-05
2e+09,2.274162e-05
2.00125e+09,2.221204e-05
2.0025e+09,2.267234e-05
2.00375e+09,2.279141e-05
2.005e+09,2.325507e-05
2.00625e+09,2.337691e-05
2.0075e+09,2.319282e-05
2.00875e+09,2.434758e-05
2.01e+09,2.359352e-05
2.01125e+09,2.452242e-05
2.0125e+09,2.430314e-05
2.01375e+09,2.518802e-05
2.015e+09,2.540798e-05
2.01625e+09,2.535178e-05
2.0175e+09,2.561444e-05
2.01875e+09,2.528720e-05
2.02e+09,2.536327e-05
2.02125e+09,2.553488e-05
2.0225e+09,2.494013e-05
2.02375e+09,2.713101e-05
2.025e+09,2.585546e-05
2.02625e+09,2.559388e-05
2.0275e+09,2.653326e-05
2.02875e+09,2.582268e-05
2.03e+09,2.617410e-05
2.03125e+09,2.691555e-05
2.0325e+09,2.633559e-05
2.03375e+09,2.718785e-05
2.035e+09,2.728775e-05
2.03625e+09,2.709892e-05
2.0375e+09,2.835718e-05
2.03875e+09,2.780023e-05
2.04e+09,2.863327e-05
2.04125e+09,2.817690e-05
2.0425e+09,2.807963e-05
2.04375e+09,3.009392e-05
2.045e+09,2.834602e-05
2.04625e+09,2.953846e-05
2.0475e+09,2.892744e-05
2.04875e+09,2.932923e-05
2.05e+09,2.893854e-05
2.05125e+09,2.997946e-05
2.0525e+09,3.007665e-05
2.05375e+09,2.960917e-05
2.055e+09,3.007560e-05
2.05625e+09,3.088852e-05
2.0575e+09,3.126327e-05
2.05875e+09,3.040942e-05
2.06e+09,3.156843e-05
2.06125e+09,3.133172e-05
2.0625e+09,3.208153e-05
2.06375e+09,3.148505e-05
2.065e+09,3.232262e-05
2.06625e+09,3.269610e-05
2.0675e+09,3.246970e-05
2.06875e+09,3.316128e-05
2.07e+09,3.330155e-05
2.07125e+09,3.373414e-05
2.0725e+09,3.382708e-05
2.07375e+09,3.380670e-05
2.075e+09,3.399763e-05
2.07625e+09,3.457624e-05
2.0775e+09,3.502445e-05
2.07875e+09,3.532528e-05
2.08e+09,3.643961e-05
2.08125e+09,3.532124e-05
2.0825e+09,3.539176e-05
2.08375e+09,3.626604e-05
2.085e+09,3.612190e-05
2.08625e+09,3.613369e-05
2.0875e+09,3.698708e-05
2.08875e+09,3.713375e-05
2.09e+09,3.760945e-05
2.09125e+09,3.843848e-05
2.0925e+09,3.789760e-05
2.09375e+09,3.842336e-05
2.095e+09,3.906202e-05
2.09625e+09,3.876623e-05
2.0975e+09,3.905631e-05
2.09875e+09,3.961240e-05
2.1e+09,4.005435e-05
2.10125e+09,3.968637e-05
2.1025e+09,4.053597e-05
2.10375e+09,4.043488e-05
2.105e+09,4.124609e-05
2.10625e+09,4.136936e-05
2.1075e+09,4.203032e-05
2.10875e+09,4.256677e-05
2.11e+09,4.294397e-05
2.11125e+09,4.395096e-05
2.1125e+09,4.309166e-05
2.11375e+09,4.360677e-05
2.115e+09,4.610371e-05
2.11625e+09,4.455478e-05
2.1175e+09,4.488698e-05
2.11875e+09,4.517119e-05
2.12e+09,4.604358e-05
2.12125e+09,4.679364e-05
2.1225e+09,4.593533e-05
2.12375e+09,4.683705e-05
2.125e+09,4.834525e-05
2.12625e+09,4.763118e-05
2.1275e+09,4.861825e-05
2.12875e+09,4.834572e-05
2.13e+09,4.885542e-05
2.13125e+09,5.029641e-05
2.1325e+09,4.938030e-05
2.13375e+09,5.124058e-05
2.135e+09,5.067976e-05
2.13625e+09,5.173894e-05
2.1375e+09,5.203634e-05
2.13875e+09,5.212181e-05
2.14e+09,5.434323e-05
2.14125e+09,5.302854e-05
2.1425e+09,5.456415e-05
2.14375e+09,5.408678e-05
2.145e+09,5.537354e-05
2.14625e+09,5.597966e-05
2.1475e+09,5.642259e-05
2.14875e+09,5.631086e-05
2.15e+09,5.734478e-05
2.15125e+09,5.767876e-05
2.1525e+09,5.821511e-05
2.15375e+09,5.890199e-05
2.155e+09,5.935290e-05
2.15625e+09,6.020905e-05
2.1575e+09,6.063876e-05
2.15875e+09,6.171646e-05
2.16e+09,6.263160e-05
2.16125e+09,6.267307e-05
2.1625e+09,6.349228e-05
2.16375e+09,6.396178e-05
2.165e+09,6.569180e-05
2.16625e+09,6.551702e-05
2.1675e+09,6.546700e-05
2.16875e+09,6.646332e-05
2.17e+09,6.706077e-05
2.17125e+09,6.810497e-05
2.1725e+09,6.899241e-05
2.17375e+09,6.898521e-05
2.175e+09,7.092817e-05
2.17625e+09,7.125298e-05
2.1775e+09,7.224373e-05
2.17875e+09,7.300048e-05
2.18e+09,7.375539e-05
2.18125e+09,7.470760e-05
2.1825e+09,7.510560e-05
2.18375e+09,7.635847e-05
2.185e+09,7.656868e-05
2.18625e+09,7.751063e-05
2.1875e+09,7.841690e-05
2.18875e+09,8.012457e-05
2.19e+09,8.058518e-05
2.19125e+09,8.090213e-05
2.1925e+09,8.216653e-05
2.19375e+09,8.411921e-05
2.195e+09,8.488198e-05
2.19625e+09,8.561521e-05
2.1975e+09,8.677078e-05
2.19875e+09,8.756631e-05
2.2e+09,8.894603e-05
2.20125e+09,8.955596e-05
2.2025e+09,9.097591e-05
2.20375e+09,9.294403e-05
2.205e+09,9.453659e-05
2.20625e+09,9.380203e-05
2.2075e+09,9.634937e-05
2.20875e+09,9.682964e-05
2.21e+09,9.836930e-05
2.21125e+09,9.925836e-05
2.2125e+09,1.015581e-04
2.21375e+09,1.019060e-04
2.215e+09,1.036089e-04
2.21625e+09,1.050907e-04
2.2175e+09,1.074896e-04
2.21875e+09,1.082811e-04
2.22e+09,1.092767e-04
2.22125e+09,1.108983e-04
2.2225e+09,1.128465e-04
2.22375e+09,1.139687e-04
2.225e+09,1.163633e-04
2.22625e+09,1.171099e-04
2.2275e+09,1.186746e-04
2.22875e+09,1.216169e-04
2.23e+09,1.223543e-04
2.23125e+09,1.241070e-04
2.2325e+09,1.263167e-04
2.23375e+09,1.284261e-04
2.235e+09,1.295241e-04
2.23625e+09,1.317007e-04
2.2375e+09,1.348021e-04
2.23875e+09,1.357605e-04
2.24e+09,1.387576e-04
2.24125e+09,1.403225e-04
2.2425e+09,1.425804e-04
2.24375e+09,1.444954e-04
2.245e+09,1.474022e-04
2.24625e+09,1.496592e-04
2.2475e+09,1.518674e-04
2.24875e+09,1.542814e-04
2.25e+09,1.570916e-04
2.25125e+09,1.601781e-04
2.2525e+09,1.640516e-04
2.25375e+09,1.661702e-04
2.255e+09,1.687247e-04
2.25625e+09,1.725079e-04
2.2575e+09,1.739314e-04
2.25875e+09,1.770560e-04
2.26e+09,1.801926e-04
2.26125e+09,1.835902e-04
2.2625e+09,1.873076e-04
2.26375e+09,1.900663e-04
2.265e+09,1.948849e-04
2.26625e+09,1.970772e-04
2.2675e+09,2.017535e-04
2.26875e+09,2.048636e-04
2.27e+09,2.094613e-04
2.27125e+09,2.131644e-04
2.2725e+09,2.174722e-04
2.27375e+09,2.215103e-04
2.275e+09,2.260893e-04
2.27625e+09,2.306736e-04
2.2775e+09,2.352107e-04
2.27875e+09,2.399675e-04
2.28e+09,2.448883e-04
2.28125e+09,2.498878e-04
2.2825e+09,2.552709e-04
2.28375e+09,2.606349e-04
2.285e+09,2.662024e-04
2.28625e+09,2.725286e-04
2.2875e+09,2.792331e-04
2.28875e+09,2.850100e-04
2.29e+09,2.919407e-04
2.29125e+09,2.975012e-04
2.2925e+09,3.060124e-04
2.29375e+09,3.130121e-04
2.295e+09,3.197694e-04
2.29625e+09,3.270445e-04
2.2975e+09,3.354626e-04
2.29875e+09,3.444025e-04
2.3e+09,3.523118e-04
2.30125e+09,3.612194e-04
2.3025e+09,3.704236e-04
2.30375e+09,3.802970e-04
2.305e+09,3.904488e-04
2.30625e+09,4.005139e-04
2.3075e+09,4.121540e-04
2.30875e+09,4.238816e-04
2.31e+09,4.357805e-04
2.31125e+09,4.468245e-04
2.3125e+09,4.599797e-04
2.31375e+09,4.742284e-04
2.315e+09,4.872055e-04
2.31625e+09,5.026095e-04
2.3175e+09,5.170199e-04
2.31875e+09,5.330646e-04
2.32e+09,5.497770e-04
2.32125e+09,5.675175e-04
2.3225e+09,5.862485e-04
2.32375e+09,6.051518e-04
2.325e+09,6.255307e-04
2.32625e+09,6.475728e-04
2.3275e+09,6.689517e-04
2.32875e+09,6.926953e-04
2.33e+09,7.177165e-04
2.33125e+09,7.440147e-04
2.3325e+09,7.726153e-04
2.33375e+09,8.014917e-04
2.335e+09,8.325884e-04
2.33625e+09,8.654787e-04
2.3375e+09,8.999310e-04
2.33875e+09,9.373576e-04
2.34e+09,9.768164e-04
2.34125e+09,1.018512e-03
2.3425e+09,1.063271e-03
2.34375e+09,1.112178e-03
2.345e+09,1.162563e-03
2.34625e+09,1.216612e-03
2.3475e+09,1.275103e-03
2.34875e+09,1.337961e-03
2.35e+09,1.405294e-03
2.35125e+09,1.478566e-03
2.3525e+09,1.557187e-03
2.35375e+09,1.642068e-03
2.355e+09,1.733924e-03
2.35625e+09,1.834773e-03
2.3575e+09,1.943960e-03
2.35875e+09,2.062957e-03
2.36e+09,2.193769e-03
2.36125e+09,2.337738e-03
2.3625e+09,2.494927e-03
2.36375e+09,2.670035e-03
2.365e+09,2.862591e-03
2.36625e+09,3.077609e-03
2.3675e+09,3.318523e-03
2.36875e+09,3.587808e-03
2.37e+09,3.893701e-03
2.37125e+09,4.236396e-03
2.3725e+09,4.629005e-03
2.37375e+09,5.077114e-03
2.375e+09,5.594946e-03
2.37625e+09,6.195795e-03
2.3775e+09,6.898263e-03
2.37875e+09,7.726635e-03
2.38e+09,8.713656e-03
2.38125e+09,9.901860e-03
2.3825e+09,1.135050e-02
2.38375e+09,1.313980e-02
2.385e+09,1.538709e-02
2.38625e+09,1.825648e-02
2.3875e+09,2.200594e-02
2.38875e+09,2.702961e-02
2.39e+09,3.396362e-02
2.39125e+09,4.390471e-02
2.3925e+09,5.882556e-02
2.39375e+09,8.257016e-02
2.395e+09,1.232890e-01
2.39625e+09,2.000014e-01
2.3975e+09,3.600015e-01
2.39875e+09,6.923096e-01
2.4e+09,1.000002e+00
2.40125e+09,6.923093e-01
2.4025e+09,3.600018e-01
2.40375e+09,2.000025e-01
2.405e+09,1.232893e-01
2.40625e+09,8.257184e-02
2.4075e+09,5.882553e-02
2.40875e+09,4.390398e-02
2.41e+09,3.396375e-02
2.41125e+09,2.702918e-02
2.4125e+09,2.200663e-02
2.41375e+09,1.825800e-02
2.415e+09,1.538608e-02
2.41625e+09,1.314043e-02
2.4175e+09,1.135199e-02
2.41875e+09,9.903464e-03
2.42e+09,8.714446e-03
2.42125e+09,7.727738e-03
2.4225e+09,6.898303e-03
2.42375e+09,6.196661e-03
2.425e+09,5.595788e-03
2.42625e+09,5.078016e-03
2.4275e+09,4.629051e-03
2.42875e+09,4.238175e-03
2.43e+09,3.893190e-03
2.43125e+09,3.589833e-03
2.4325e+09,3.319934e-03
2.43375e+09,3.079436e-03
2.435e+09,2.864022e-03
2.43625e+09,2.671172e-03
2.4375e+09,2.498140e-03
2.43875e+09,2.338856e-03
2.44e+09,2.195171e-03
2.44125e+09,2.065544e-03
2.4425e+09,1.946095e-03
2.44375e+09,1.837924e-03
2.445e+09,1.737095e-03
2.44625e+09,1.644960e-03
2.4475e+09,1.559224e-03
2.44875e+09,1.481986e-03
2.45e+09,1.408963e-03
2.45125e+09,1.341105e-03
2.4525e+09,1.279017e-03
2.45375e+09,1.220153e-03
2.455e+09,1.165997e-03
2.45625e+09,1.114921e-03
